DrLLPSID UniProtID Genename EnsemblGeneID Species Condensate LLPSType References 
LLPS-Sac-0206 Q03774 TRM82 YDR165W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0207 P38333 ENP1 YBR247C Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0209 P38999 LYS9 YNR050C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0215 P40545 HIS6 YIL020C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0216 P38823 DMA1 YHR115C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0220 Q12532 RQC2 YPL009C Saccharomyces_cerevisiae Stress-granule Client 2648459526777400 
LLPS-Sac-0221 P07284 SES1 YDR023W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0222 P33418 LOS1 YKL205W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0223 P15646 NOP1 YDL014W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0225 P26754 RFA2 YNL312W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0226 P53981 YNL010W YNL010W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0227 P38996 NAB3 YPL190C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0228 P40016 RPN3 YER021W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0229 Q05874 NNT1 YLR285W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0232 Q08208 NOP12 YOL041C Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0233 Q12680 GLT1 YDL171C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0234 P34756 FAB1 YFR019W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0236 P15565 TRM1 YDR120C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0237 P53941 IMP4 YNL075W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0238 P21304 PWP1 YLR196W Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0240 P12612 TCP1 YDR212W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0241 P14742 GFA1 YKL104C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0243 P36160 RPF2 YKR081C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0244 P38873 KOG1 YHR186C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0245 P25443 RPS2 YGL123W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0246 Q12024 YTM1 YOR272W Saccharomyces_cerevisiae Nucleolus,Stress-granule Client 1563541326484590 
LLPS-Sac-0248 P12754 GCD2 YGR083C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0249 P43609 RSC8 YFR037C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0252 P28005 POP5 YAL033W Saccharomyces_cerevisiae TAMbody Client 16585272 
LLPS-Sac-0253 Q05022 RRP5 YMR229C Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0255 P42846 KRI1 YNL308C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0256 Q07896 NOC3 YLR002C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0257 P32892 DRS1 YLL008W Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0258 Q06631 BFR2 YDR299W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0259 P53256 RRP46 YGR095C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0261 P08018 PBS2 YJL128C Saccharomyces_cerevisiae P-body,Stress-granule Client 2534271726777400 
LLPS-Sac-0262 P32598 GLC7 YER133W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.14120941252942E+39 
LLPS-Sac-0265 P38792 RRP4 YHR069C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0266 P38911 FPR3 YML074C Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0270 P38786 RPP1 YHR062C Saccharomyces_cerevisiae Nucleolus,TAMbody Client 1563541316585270 
LLPS-Sac-0271 P47176 BAT2 YJR148W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0272 P16550 APA1 YCL050C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0273 P07262 GDH1 YOR375C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0274 P02557 TUB2 YFL037W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9585415 
LLPS-Sac-0276 P39076 CCT2 YIL142W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0277 P35691 TMA19 YKL056C Saccharomyces_cerevisiae Stress-granule,Others Client 2.67774052648459E+23 
LLPS-Sac-0278 P32599 SAC6 YDR129C Saccharomyces_cerevisiae Others Client 27602576 
LLPS-Sac-0280 P38293 UMP1 YBR173C Saccharomyces_cerevisiae P-body Client 17267405 
LLPS-Sac-0281 P06105 SCP160 YJL080C Saccharomyces_cerevisiae P-body,Stress-granule,Others Client 2.67774052648459E+23 
LLPS-Sac-0282 P43535 GCN20 YFR009W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0283 Q00402 NUM1 YDR150W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0284 Q99297 ODC2 YOR222W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0285 P40089 LSM5 YER146W Saccharomyces_cerevisiae P-body Client 2322496326777400 
LLPS-Sac-0286 P09733 TUB1 YML085C Saccharomyces_cerevisiae Centrosome/Spindlepolebody,Microtubule,Stress-granule Client 9.58541514562095E+30 
LLPS-Sac-0287 P08524 ERG20 YJL167W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0288 Q04660 ERB1 YMR049C Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0289 P38203 LSM2 YBL026W Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0290 Q12272 TPT1 YOL102C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0291 P38254 PBY1 YBR094W Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0292 Q12149 RRP6 YOR001W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0293 Q04439 MYO5 YMR109W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0295 Q12196 RIO1 YOR119C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0296 P53859 CSL4 YNL232W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0297 Q04225 RRB1 YMR131C Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0298 P34087 RPB7 YDR404C Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0299 P09435 SSA3 YBL075C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0302 P10081 TIF2 YKR059W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0304 P40010 NUG1 YER006W Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0305 P33895 NUF2 YOL069W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 8.1887511457058E+37 
LLPS-Sac-0306 Q05016 YMR226C YMR226C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0307 Q07844 RIX7 YLL034C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0309 P46972 IMP2 YMR035W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0310 P46655 GUS1 YGL245W Saccharomyces_cerevisiae Stress-granule,Others Client 2.6484595267774E+23 
LLPS-Sac-0311 P47912 FAA4 YMR246W Saccharomyces_cerevisiae Stress-granule,Others Client 2677740526359980 
LLPS-Sac-0312 P04801 THS1 YIL078W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0315 Q12464 RVB2 YPL235W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0316 P39935 TIF4631 YGR162W Saccharomyces_cerevisiae P-body,Stress-granule,Others Client 1.74757682322496E+39 
LLPS-Sac-0318 P46675 STU2 YLR045C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.38287296062091E+61 
LLPS-Sac-0319 P38431 TIF5 YPR041W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0320 P53849 GIS2 YNL255C Saccharomyces_cerevisiae P-body,Stress-granule Client 27695106 
LLPS-Sac-0322 P28007 GAR1 YHR089C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0323 P40029 MXR1 YER042W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0324 P32656 GCG1 YER163C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0325 P53829 CAF40 YNL288W Saccharomyces_cerevisiae P-body,Stress-granule Client 2677740526484590 
LLPS-Sac-0326 P41819 DIM1 YPL266W Saccharomyces_cerevisiae Nucleolus,Stress-granule Client 1563541326777400 
LLPS-Sac-0328 P15891 ABP1 YCR088W Saccharomyces_cerevisiae Stress-granule,Others Client 2.64845952534271E+23 
LLPS-Sac-0329 P49017 COQ5 YML110C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0331 P43583 BLM10 YFL007W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0334 P32860 NFU1 YKL040C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0336 Q08962 NIP7 YPL211W Saccharomyces_cerevisiae Nucleolus,Stress-granule Client 1563541326484590 
LLPS-Sac-0339 P36124 SET3 YKR029C Saccharomyces_cerevisiae Stress-granule,Others Client 22337769 
LLPS-Sac-0340 P36008 TEF4 YKL081W Saccharomyces_cerevisiae Stress-granule,Others Client 2.67774052648459E+31 
LLPS-Sac-0341 P24869 CLB2 YPR119W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 12972503 
LLPS-Sac-0342 P02992 TUF1 YOR187W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0344 P06780 RHO1 YPR165W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0345 P33420 NIP100 YPL174C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9658168 
LLPS-Sac-0347 Q08686 TUM1 YOR251C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0348 Q01080 RPA49 YNL248C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0349 P06208 LEU4 YNL104C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0350 P41318 LST8 YNL006W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0351 Q12099 FAL1 YDR021W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0352 Q08285 RRP40 YOL142W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0353 Q03018 ESP1 YGR098C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 11149918 
LLPS-Sac-0355 P53267 DAM1 YGR113W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.81775912925767E+46 
LLPS-Sac-0356 Q05955 ADY4 YLR227C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 12796288 
LLPS-Sac-0357 P08536 MET3 YJR010W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0358 P08566 ARO1 YDR127W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0361 P00546 CDC28 YBR160W Saccharomyces_cerevisiae P-body,Stress-granule Client 2.53427172648459E+23 
LLPS-Sac-0362 P25808 SPB4 YFL002C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0363 P47169 MET5 YJR137C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0364 Q05946 UTP13 YLR222C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0365 P00950 GPM1 YKL152C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0367 Q03940 RVB1 YDR190C Saccharomyces_cerevisiae Stress-granule,Others Client 2.6484595267774E+23 
LLPS-Sac-0368 P00958 MES1 YGR264C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0369 P43593 UBP6 YFR010W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0370 P06787 CMD1 YBR109C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.63984779252771E+35 
LLPS-Sac-0371 Q08925 MRN1 YPL184C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0372 P40468 TAO3 YIL129C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0374 P17967 PDI1 YCL043C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0375 P53883 NOP13 YNL175C Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0376 P39533 ACO2 YJL200C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0377 P50275 ASE1 YOR058C Saccharomyces_cerevisiae Spindleapparatus Client 22090343 
LLPS-Sac-0380 P38151 PBP2 YBR233W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0381 P38698 PPX1 YHR201C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0382 P38074 HMT1 YBR034C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0384 P38112 MAK5 YBR142W Saccharomyces_cerevisiae Nucleolus,Stress-granule Client 1563541326484590 
LLPS-Sac-0385 P22139 RPB10 YOR210W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0386 P06100 CDC36 YDL165W Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0387 P53200 EFM5 YGR001C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0388 P39940 RSP5 YER125W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0390 Q06505 SPN1 YPR133C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0391 P38198 STU1 YBL034C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 958541517507656 
LLPS-Sac-0392 Q07938 MEU1 YLR017W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0393 P28000 RPC19 YNL113W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0394 P23594 PPH21 YDL134C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0395 P30822 CRM1 YGR218W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1857387719139260 
LLPS-Sac-0396 Q04636 POB3 YML069W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0397 Q12069 PUS9 YDL036C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0398 P33892 GCN1 YGL195W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0399 P25635 PWP2 YCR057C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0402 P54861 DNM1 YLL001W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0404 P36421 TYS1 YGR185C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0405 P38986 ASP1 YDR321W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0406 P20436 RPB8 YOR224C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0407 P32527 ZUO1 YGR285C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0408 P07703 RPC40 YPR110C Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0409 P32597 STH1 YIL126W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0411 P38961 RRP8 YDR083W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0415 Q02256 YVH1 YIR026C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0416 P25623 SYP1 YCR030C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0417 Q12522 TIF6 YPR016C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0419 P53914 KRE33 YNL132W Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0424 P0CX34 RPS30B YOR182C Saccharomyces_cerevisiae Stress-granule Client 2.4033457267774E+23 
LLPS-Sac-0426 Q08965 BMS1 YPL217C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0428 P30665 MCM4 YPR019W Saccharomyces_cerevisiae Stress-granule Client 2648459526777400 
LLPS-Sac-0430 P38764 RPN1 YHR027C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0433 Q12447 PAA1 YDR071C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0436 Q06338 BCP1 YDR361C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0437 Q03532 HAS1 YMR290C Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0439 P53261 NOP7 YGR103W Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0440 Q12136 SAS10 YDL153C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0441 P40160 RIO2 YNL207W Saccharomyces_cerevisiae Stress-granule Client 2677740525342710 
LLPS-Sac-0442 P15705 STI1 YOR027W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0443 P35178 RRP1 YDR087C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0445 P54780 RPL15B YMR121C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0447 Q02354 UTP6 YDR449C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0448 P14832 CPR1 YDR155C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0449 Q12176 MAK21 YDR060W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0451 P47117 ARP3 YJR065C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0453 P52910 ACS2 YLR153C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0455 P13382 POL1 YNL102W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0456 P53199 ERG26 YGL001C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0458 P38747 OTU2 YHL013C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0459 P38798 NMD2 YHR077C Saccharomyces_cerevisiae P-body,Stress-granule Client 2.3224963267774E+23 
LLPS-Sac-0461 P33399 LHP1 YDL051W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0462 P53011 SEH1 YGL100W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0463 P38336 POP4 YBR257W Saccharomyces_cerevisiae Nucleolus,TAMbody Client 1563541316585270 
LLPS-Sac-0464 Q08601 MCA1 YOR197W Saccharomyces_cerevisiae Stress-granule,Others Client 2233776926359980 
LLPS-Sac-0465 P23796 RIT1 YMR283C Saccharomyces_cerevisiae Stress-granule Client 26777405 

LLPS-Sac-0466 Q06508 LOA1 YPR139C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0467 P38863 SPC97 YHR172W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 938457814562095 
LLPS-Sac-0468 P39077 CCT3 YJL014W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0469 P35207 SKI2 YLR398C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0470 P53923 NCS2 YNL119W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0471 P32263 PRO3 YER023W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0472 P20081 FPR1 YNL135C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0473 P14540 FBA1 YKL060C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0474 Q04217 ECM16 YMR128W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0475 Q04373 PUF6 YDR496C Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0477 P38912 TIF11 YMR260C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0478 P06102 NOT3 YIL038C Saccharomyces_cerevisiae P-body,Others Client 2677740526359980 
LLPS-Sac-0480 P41697 BUD6 YLR319C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 17418436 
LLPS-Sac-0481 P14306 TFS1 YLR178C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0482 Q06151 DCS1 YLR270W Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0483 Q06103 RPN7 YPR108W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0484 P31383 TPD3 YAL016W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 12388751 
LLPS-Sac-0485 Q07878 VPS13 YLL040C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0486 P22138 RPA135 YPR010C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0487 P40362 UTP18 YJL069C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0488 P38132 MCM7 YBR202W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0489 P39731 MTW1 YAL034W-A Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.24559571457058E+47 
LLPS-Sac-0491 P39729 RBG1 YAL036C Saccharomyces_cerevisiae Stress-granule,Others Client 2677740526359980 
LLPS-Sac-0493 Q6WNK7 SUS1 YBR111W-A Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0494 P00812 CAR1 YPL111W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0495 P07170 ADK1 YDR226W Saccharomyces_cerevisiae Droplet Client 30216718 
LLPS-Sac-0496 P53540 SPC98 YNL126W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 86708959384578 
LLPS-Sac-0497 P19358 SAM2 YDR502C Saccharomyces_cerevisiae Stress-granule,Others Client 2677740526359980 
LLPS-Sac-0499 P32861 UGP1 YKL035W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0500 Q06132 SGD1 YLR336C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0501 P00127 QCR6 YFR033C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0502 P29311 BMH1 YER177W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0504 Q04177 UTP5 YDR398W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0506 P25627 BUD23 YCR047C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0508 Q05123 ARP9 YMR033W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0509 P38715 GRE3 YHR104W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0511 Q12499 NOP58 YOR310C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0516 P39730 FUN12 YAL035W Saccharomyces_cerevisiae Stress-granule,Others Client 2.6484595267774E+23 
LLPS-Sac-0517 P36070 RRN3 YKL125W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0519 P15180 KRS1 YDR037W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0520 P36126 SPO14 YKR031C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9425156 
LLPS-Sac-0521 P38009 ADE17 YMR120C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0523 Q06511 RRP15 YPR143W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0525 P07342 ILV2 YMR108W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0527 P34241 URB1 YKL014C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0528 P38147 CHK1 YBR274W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0529 P69851 DAD4 YDR320C-A Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.29257671457058E+23 
LLPS-Sac-0531 Q07623 NOP6 YDL213C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0534 Q04305 UTP15 YMR093W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0536 P39960 BEM2 YER155C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0537 P38691 KSP1 YHR082C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0539 P47160 ENT3 YJR125C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0540 P38789 SSF1 YHR066W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0541 P00899 TRP2 YER090W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0542 Q06010 STE23 YLR389C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0543 P38788 SSZ1 YHR064C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0544 P42842 EMW1 YNL313C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0546 P00942 TPI1 YDR050C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0547 P27476 NSR1 YGR159C Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0548 P32495 NHP2 YDL208W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0549 Q00684 CDC14 YFR028C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 12062061 
LLPS-Sac-0550 Q12220 DIP2 YLR129W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0552 P38822 BZZ1 YHR114W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0553 P47077 NOP9 YJL010C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0555 Q99383 HRP1 YOL123W Saccharomyces_cerevisiae P-body,Stress-granule Client 2.32249631898123E+23 
LLPS-Sac-0556 P07283 SEC53 YFL045C Saccharomyces_cerevisiae Stress-granule,Others Client 2.67774052648459E+23 
